WahlbezirkeId,Wahlbezirke,Wahl,Jahr,Messung,Wert
21206,21206 Heidberg-Nordwest,Landtagswahl,2008,Wahlberechtigte,1194
21211,21211 Melverode-Südwest,Landtagswahl,2008,Wahlberechtigte,1055
21212,21212 Melverode-Nord,Landtagswahl,2008,Wahlberechtigte,985
21213,21213 Melverode-Südost,Landtagswahl,2008,Wahlberechtigte,1081
21301,21301 Mastbruch-Siedlung,Landtagswahl,2008,Wahlberechtigte,307
21311,21311 Rautheim-West,Landtagswahl,2008,Wahlberechtigte,1372
21312,21312 Rautheim-Ost,Landtagswahl,2008,Wahlberechtigte,1373
21321,21321 Lindenberg-West,Landtagswahl,2008,Wahlberechtigte,1276
21322,21322 Lindenberg-Ost,Landtagswahl,2008,Wahlberechtigte,NaN
21331,21331 Südstadt-Ost,Landtagswahl,2008,Wahlberechtigte,1293
21332,21332 Südstadt-West,Landtagswahl,2008,Wahlberechtigte,1095
21341,21341 Mascherode-Mitte,Landtagswahl,2008,Wahlberechtigte,1023
21342,21342 Mascherode-Süd,Landtagswahl,2008,Wahlberechtigte,1050
21343,21343 Mascherode-Nordwest,Landtagswahl,2008,Wahlberechtigte,1036
22101,22101 Rheinring-Ost,Landtagswahl,2008,Wahlberechtigte,1744
22102,22102 Emsstraße-West,Landtagswahl,2008,Wahlberechtigte,1274
22103,22103 Elbestraße-Ost,Landtagswahl,2008,Wahlberechtigte,1090
22104,22104 Rheinring-Südwest,Landtagswahl,2008,Wahlberechtigte,1265
22105,22105 Rheinring-Nordwest,Landtagswahl,2008,Wahlberechtigte,1050
22111,22111 Elbestraße-Süd,Landtagswahl,2008,Wahlberechtigte,1160
22112,22112 Saalestraße,Landtagswahl,2008,Wahlberechtigte,1328
22113,22113 Ilmenaustraße,Landtagswahl,2008,Wahlberechtigte,1402
22114,22114 Weserstraße,Landtagswahl,2008,Wahlberechtigte,1289
22115,22115 Isarstraße,Landtagswahl,2008,Wahlberechtigte,1195
22116,22116 Lechstraße,Landtagswahl,2008,Wahlberechtigte,1202
22121,22121 Münchenstraße-Südost,Landtagswahl,2008,Wahlberechtigte,1229
22122,22122 Neckarstraße,Landtagswahl,2008,Wahlberechtigte,1011
22123,22123 Lahnstraße,Landtagswahl,2008,Wahlberechtigte,1182
22201,22201 Timmerlah-West,Landtagswahl,2008,Wahlberechtigte,899
22202,22202 Timmerlah-Ost,Landtagswahl,2008,Wahlberechtigte,907
22211,22211 Stiddien,Landtagswahl,2008,Wahlberechtigte,186
22221,22221 Geitelde,Landtagswahl,2008,Wahlberechtigte,906
22301,22301 Broitzem-Nordwest,Landtagswahl,2008,Wahlberechtigte,1079
22302,22302 Broitzem-Südwest,Landtagswahl,2008,Wahlberechtigte,1420
22303,22303 Broitzem-Südost,Landtagswahl,2008,Wahlberechtigte,952
22304,22304 Broitzem-Nordost,Landtagswahl,2008,Wahlberechtigte,1210
22401,22401 Rüningen-Nord,Landtagswahl,2008,Wahlberechtigte,1148
22402,22402 Rüningen-Süd,Landtagswahl,2008,Wahlberechtigte,1168
31001,31001 Eichtal ,Landtagswahl,2008,Wahlberechtigte,1417
31002,31002 Am Weißen Roß,Landtagswahl,2008,Wahlberechtigte,1194
31003,31003 Celler Straße-Nordwest ,Landtagswahl,2008,Wahlberechtigte,1038
31011,31011 Am Maschplatz,Landtagswahl,2008,Wahlberechtigte,1183
31012,31012 Am Amalienplatz,Landtagswahl,2008,Wahlberechtigte,1289
31013,31013 Rudolfplatz-Ost,Landtagswahl,2008,Wahlberechtigte,1111
31014,31014 Rennelberg,Landtagswahl,2008,Wahlberechtigte,1099
31015,31015 Holwedestraße,Landtagswahl,2008,Wahlberechtigte,1216
31016,31016 Sackring-Ost,Landtagswahl,2008,Wahlberechtigte,1251
31021,31021 Rudolfplatz-West,Landtagswahl,2008,Wahlberechtigte,1334
31022,31022 Sackring-West,Landtagswahl,2008,Wahlberechtigte,1329
31031,31031 Altstadtring-Nord,Landtagswahl,2008,Wahlberechtigte,1087
31032,31032 Altstadtring-Süd,Landtagswahl,2008,Wahlberechtigte,1171
31033,31033 Altstadtring-West,Landtagswahl,2008,Wahlberechtigte,998
31034,31034 Am Großmarkt,Landtagswahl,2008,Wahlberechtigte,1046
31041,31041 Westbahnhof,Landtagswahl,2008,Wahlberechtigte,1121
31042,31042 Cyriaksring-Ost,Landtagswahl,2008,Wahlberechtigte,1095
31043,31043 Juliusstraße-Ost,Landtagswahl,2008,Wahlberechtigte,1401
31044,31044 Frankfurter Straße-Ost,Landtagswahl,2008,Wahlberechtigte,1187
31045,31045 Frankfurter Straße-West,Landtagswahl,2008,Wahlberechtigte,865
31051,31051 Gartenstadt-Ost,Landtagswahl,2008,Wahlberechtigte,761
31052,31052 Gartenstadt-West,Landtagswahl,2008,Wahlberechtigte,724
32101,32101 Kanzlerfeld-West,Landtagswahl,2008,Wahlberechtigte,962
32102,32102 Kanzlerfeld-Südwest,Landtagswahl,2008,Wahlberechtigte,1146
32103,32103 Kanzlerfeld-Ost,Landtagswahl,2008,Wahlberechtigte,1162
32111,32111 Horstbleek,Landtagswahl,2008,Wahlberechtigte,1155
32112,32112 Lehndorf-Siedlung-Nord,Landtagswahl,2008,Wahlberechtigte,1306
32113,32113 Lehndorf-Alt,Landtagswahl,2008,Wahlberechtigte,1078
32114,32114 Lehndorf-Mitte,Landtagswahl,2008,Wahlberechtigte,1121
32115,32115 Lehndorf-Siedlung-Süd,Landtagswahl,2008,Wahlberechtigte,1107
32121,32121 Lamme-Nord,Landtagswahl,2008,Wahlberechtigte,1048
32122,32122 Lamme-Süd,Landtagswahl,2008,Wahlberechtigte,1156
32123,32123 Lamme-Ost,Landtagswahl,2008,Wahlberechtigte,NaN
32131,32131 Völkenrode,Landtagswahl,2008,Wahlberechtigte,1318
32141,32141 Watenbüttel-Nordost,Landtagswahl,2008,Wahlberechtigte,1161
32142,32142 Watenbüttel-Südwest,Landtagswahl,2008,Wahlberechtigte,980
32151,32151 Ölper,Landtagswahl,2008,Wahlberechtigte,1082
32201,32201 Veltenhof-Nord,Landtagswahl,2008,Wahlberechtigte,1156
32202,32202 Veltenhof-Süd,Landtagswahl,2008,Wahlberechtigte,1217
32211,32211 Lincolnsiedlung,Landtagswahl,2008,Wahlberechtigte,1290
32212,32212 Vorwerksiedlung,Landtagswahl,2008,Wahlberechtigte,1109
32301,32301 Harxbüttel,Landtagswahl,2008,Wahlberechtigte,485
32311,32311 Thune,Landtagswahl,2008,Wahlberechtigte,1355
32321,32321 Wenden-Nordwest,Landtagswahl,2008,Wahlberechtigte,1120
32322,32322 Wenden-Ost,Landtagswahl,2008,Wahlberechtigte,1046
32323,32323 Wenden-Südwest,Landtagswahl,2008,Wahlberechtigte,1076
33101,33101 Schwarzer Berg-Süd,Landtagswahl,2008,Wahlberechtigte,930
33102,33102 Schwarzer Berg-Mitte,Landtagswahl,2008,Wahlberechtigte,1062
33103,33103 Schwarzer Berg-West,Landtagswahl,2008,Wahlberechtigte,1033
33104,33104 Schwarzer Berg-Nordwest,Landtagswahl,2008,Wahlberechtigte,887
33111,33111 Siegfriedviertel-Nord,Landtagswahl,2008,Wahlberechtigte,1052
33112,33112 Siegfriedviertel-Nordost,Landtagswahl,2008,Wahlberechtigte,968
33113,33113 Siegfriedviertel-Südost,Landtagswahl,2008,Wahlberechtigte,861
33114,33114 Siegfriedviertel-Mitte,Landtagswahl,2008,Wahlberechtigte,1091
33115,33115 Siegfriedviertel-Südwest,Landtagswahl,2008,Wahlberechtigte,849
33116,33116 Siegfriedviertel-West,Landtagswahl,2008,Wahlberechtigte,900
33121,33121 Wendenring-Süd,Landtagswahl,2008,Wahlberechtigte,1293
33122,33122 Wendenring-Nord,Landtagswahl,2008,Wahlberechtigte,995
33123,33123 Am Nordbahnhof,Landtagswahl,2008,Wahlberechtigte,857
33124,33124 Neues Hochschulviertel,Landtagswahl,2008,Wahlberechtigte,1098
33125,33125 Rebenring-Nord,Landtagswahl,2008,Wahlberechtigte,1054
33126,33126 Altes Hochschulviertel,Landtagswahl,2008,Wahlberechtigte,1328
33201,33201 Kralenriede-Nordwest,Landtagswahl,2008,Wahlberechtigte,1211
33202,33202 Kralenriede-Südost,Landtagswahl,2008,Wahlberechtigte,1220
33211,33211 Schuntersiedlung-West,Landtagswahl,2008,Wahlberechtigte,677
33212,33212 Schuntersiedlung-Ost,Landtagswahl,2008,Wahlberechtigte,758
11201,11201 Bevenrode,Landtagswahl,2008,Wahlbeteiligung,61.7
11211,11211 Waggum-Ost,Landtagswahl,2008,Wahlbeteiligung,60.5
11212,11212 Waggum-West,Landtagswahl,2008,Wahlbeteiligung,60.2
11221,11221 Bienrode,Landtagswahl,2008,Wahlbeteiligung,50.4
11231,11231 Querum-Nord,Landtagswahl,2008,Wahlbeteiligung,61.7
11232,11232 Querum-Nord-Ost,Landtagswahl,2008,Wahlbeteiligung,51.3
11241,11241 Querum-Ost,Landtagswahl,2008,Wahlbeteiligung,54.8
11242,11242 Querum-Mitte,Landtagswahl,2008,Wahlbeteiligung,53.6
11243,11243 Querum-West,Landtagswahl,2008,Wahlbeteiligung,49.9
11251,11251 Pappelberg,Landtagswahl,2008,Wahlbeteiligung,50.6
11252,11252 Gliesmarode-Südost,Landtagswahl,2008,Wahlbeteiligung,48.7
11253,11253 Gliesmarode-Mitte,Landtagswahl,2008,Wahlbeteiligung,53.8
11254,11254 Gliesmarode-Nord,Landtagswahl,2008,Wahlbeteiligung,53.8
11261,11261 Riddagshausen,Landtagswahl,2008,Wahlbeteiligung,60.5
11301,11301 Hondelage-Ost,Landtagswahl,2008,Wahlbeteiligung,60.8
11302,11302 Hondelage-Mitte/Gewerbegebiet,Landtagswahl,2008,Wahlbeteiligung,55.2
11303,11303 Hondelage-West,Landtagswahl,2008,Wahlbeteiligung,55.3
11401,11401 Dibbesdorf,Landtagswahl,2008,Wahlbeteiligung,61.6
11411,11411 Volkmarode-Ost,Landtagswahl,2008,Wahlbeteiligung,62.1
11412,11412 Volkmarode-West,Landtagswahl,2008,Wahlbeteiligung,57.5
11421,11421 Schapen,Landtagswahl,2008,Wahlbeteiligung,64.0
12001,12001 Gliesmaroder Straße-Nordost ,Landtagswahl,2008,Wahlbeteiligung,44.8
12002,12002 Karlstraße-Mitte ,Landtagswahl,2008,Wahlbeteiligung,50.7
12003,12003 Gliesmaroder Straße-Ost,Landtagswahl,2008,Wahlbeteiligung,47.5
12004,12004 Malerviertel,Landtagswahl,2008,Wahlbeteiligung,64.2
12005,12005 An der Paulikirche,Landtagswahl,2008,Wahlbeteiligung,62.5
12006,12006 Hagenring,Landtagswahl,2008,Wahlbeteiligung,56.8
12011,12011 Humboldtstraße,Landtagswahl,2008,Wahlbeteiligung,48.6
12012,12012 Kasernenstraße,Landtagswahl,2008,Wahlbeteiligung,49.9
12021,12021 Am Theater,Landtagswahl,2008,Wahlbeteiligung,50.8
12022,12022 Giersberg,Landtagswahl,2008,Wahlbeteiligung,55.8
12031,12031 Stadtpark,Landtagswahl,2008,Wahlbeteiligung,55.5
12032,12032 Prinzenpark-Nord,Landtagswahl,2008,Wahlbeteiligung,52.8
12033,12033 Kastanienallee,Landtagswahl,2008,Wahlbeteiligung,55.5
12034,12034 Prinzenpark-Mitte,Landtagswahl,2008,Wahlbeteiligung,44.0
12035,12035 Prinzenpark-Süd,Landtagswahl,2008,Wahlbeteiligung,59.1
12036,12036 Altewiekring-Südost,Landtagswahl,2008,Wahlbeteiligung,46.9
12037,12037 Georg-Westermann-Allee,Landtagswahl,2008,Wahlbeteiligung,47.1
13101,13101 Inselwall,Landtagswahl,2008,Wahlbeteiligung,41.6
13102,13102 Am Hagenmarkt,Landtagswahl,2008,Wahlbeteiligung,39.4
13103,13103 An der Katharinenkirche,Landtagswahl,2008,Wahlbeteiligung,33.5
13104,13104 Wendentorwall,Landtagswahl,2008,Wahlbeteiligung,40.7
13111,13111 Am Schloßpark,Landtagswahl,2008,Wahlbeteiligung,46.1
13112,13112 Kennedyplatz,Landtagswahl,2008,Wahlbeteiligung,41.0
13113,13113 An der Martinikirche ,Landtagswahl,2008,Wahlbeteiligung,44.9
13114,13114 Gördelingerstraße ,Landtagswahl,2008,Wahlbeteiligung,41.4
13115,13115 Am Neustadtmühlengraben ,Landtagswahl,2008,Wahlbeteiligung,41.2
13201,13201 Adolfstraße/Leonhardstraße,Landtagswahl,2008,Wahlbeteiligung,57.2
13202,13202 An der Stadthalle,Landtagswahl,2008,Wahlbeteiligung,46.5
13203,13203 Viewegs-Garten,Landtagswahl,2008,Wahlbeteiligung,45.3
13204,13204 Rimpaus-Garten,Landtagswahl,2008,Wahlbeteiligung,51.7
13205,13205 Am Bürgerpark,Landtagswahl,2008,Wahlbeteiligung,43.6
13211,13211 Hauptbahnhof,Landtagswahl,2008,Wahlbeteiligung,37.4
13212,13212 Streitberg/Hauptfriedhof,Landtagswahl,2008,Wahlbeteiligung,38.2
13221,13221 Zuckerberg,Landtagswahl,2008,Wahlbeteiligung,52.5
13231,13231 Bebelhof-West,Landtagswahl,2008,Wahlbeteiligung,33.9
13232,13232 Bebelhof-Ost,Landtagswahl,2008,Wahlbeteiligung,37.2
21101,21101 Stöckheim-Nordost,Landtagswahl,2008,Wahlbeteiligung,61.5
21102,21102 Stöckheim-Südost,Landtagswahl,2008,Wahlbeteiligung,63.1
21103,21103 Stöckheim-West,Landtagswahl,2008,Wahlbeteiligung,57.8
21104,21104 Stöckheim-Nordwest,Landtagswahl,2008,Wahlbeteiligung,65.5
21111,21111 Leiferde,Landtagswahl,2008,Wahlbeteiligung,61.7
21201,21201 Heidberg-Nordost,Landtagswahl,2008,Wahlbeteiligung,43.6
21202,21202 Am Schulzentrum Heidberg,Landtagswahl,2008,Wahlbeteiligung,39.9
21203,21203 Heidberg-Südost,Landtagswahl,2008,Wahlbeteiligung,46.3
21204,21204 Heidberg-Südwest,Landtagswahl,2008,Wahlbeteiligung,54.0
21205,21205 Heidberg-Zentrum ,Landtagswahl,2008,Wahlbeteiligung,34.9
21206,21206 Heidberg-Nordwest,Landtagswahl,2008,Wahlbeteiligung,48.6
21211,21211 Melverode-Südwest,Landtagswahl,2008,Wahlbeteiligung,56.9
21212,21212 Melverode-Nord,Landtagswahl,2008,Wahlbeteiligung,49.8
21213,21213 Melverode-Südost,Landtagswahl,2008,Wahlbeteiligung,55.6
21301,21301 Mastbruch-Siedlung,Landtagswahl,2008,Wahlbeteiligung,52.4
21311,21311 Rautheim-West,Landtagswahl,2008,Wahlbeteiligung,51.2
21312,21312 Rautheim-Ost,Landtagswahl,2008,Wahlbeteiligung,57.2
21321,21321 Lindenberg-West,Landtagswahl,2008,Wahlbeteiligung,44.9
21322,21322 Lindenberg-Ost,Landtagswahl,2008,Wahlbeteiligung,NaN
21331,21331 Südstadt-Ost,Landtagswahl,2008,Wahlbeteiligung,59.2
21332,21332 Südstadt-West,Landtagswahl,2008,Wahlbeteiligung,56.7
21341,21341 Mascherode-Mitte,Landtagswahl,2008,Wahlbeteiligung,62.2
21342,21342 Mascherode-Süd,Landtagswahl,2008,Wahlbeteiligung,63.0
21343,21343 Mascherode-Nordwest,Landtagswahl,2008,Wahlbeteiligung,62.5
22101,22101 Rheinring-Ost,Landtagswahl,2008,Wahlbeteiligung,43.2
22102,22102 Emsstraße-West,Landtagswahl,2008,Wahlbeteiligung,27.8
22103,22103 Elbestraße-Ost,Landtagswahl,2008,Wahlbeteiligung,20.2
22104,22104 Rheinring-Südwest,Landtagswahl,2008,Wahlbeteiligung,47.5
22105,22105 Rheinring-Nordwest,Landtagswahl,2008,Wahlbeteiligung,49.0
22111,22111 Elbestraße-Süd,Landtagswahl,2008,Wahlbeteiligung,26.7
22112,22112 Saalestraße,Landtagswahl,2008,Wahlbeteiligung,30.3
22113,22113 Ilmenaustraße,Landtagswahl,2008,Wahlbeteiligung,44.3
22114,22114 Weserstraße,Landtagswahl,2008,Wahlbeteiligung,48.4
22115,22115 Isarstraße,Landtagswahl,2008,Wahlbeteiligung,38.5
22116,22116 Lechstraße,Landtagswahl,2008,Wahlbeteiligung,35.8
22121,22121 Münchenstraße-Südost,Landtagswahl,2008,Wahlbeteiligung,21.5
22122,22122 Neckarstraße,Landtagswahl,2008,Wahlbeteiligung,34.2
22123,22123 Lahnstraße,Landtagswahl,2008,Wahlbeteiligung,25.0
22201,22201 Timmerlah-West,Landtagswahl,2008,Wahlbeteiligung,58.1
22202,22202 Timmerlah-Ost,Landtagswahl,2008,Wahlbeteiligung,54.0
22211,22211 Stiddien,Landtagswahl,2008,Wahlbeteiligung,67.2
22221,22221 Geitelde,Landtagswahl,2008,Wahlbeteiligung,61.9
22301,22301 Broitzem-Nordwest,Landtagswahl,2008,Wahlbeteiligung,50.1
22302,22302 Broitzem-Südwest,Landtagswahl,2008,Wahlbeteiligung,58.7
22303,22303 Broitzem-Südost,Landtagswahl,2008,Wahlbeteiligung,61.2
22304,22304 Broitzem-Nordost,Landtagswahl,2008,Wahlbeteiligung,47.6
22401,22401 Rüningen-Nord,Landtagswahl,2008,Wahlbeteiligung,42.5
22402,22402 Rüningen-Süd,Landtagswahl,2008,Wahlbeteiligung,44.5
31001,31001 Eichtal ,Landtagswahl,2008,Wahlbeteiligung,31.9
31002,31002 Am Weißen Roß,Landtagswahl,2008,Wahlbeteiligung,39.1
31003,31003 Celler Straße-Nordwest ,Landtagswahl,2008,Wahlbeteiligung,33.1
31011,31011 Am Maschplatz,Landtagswahl,2008,Wahlbeteiligung,45.1
31012,31012 Am Amalienplatz,Landtagswahl,2008,Wahlbeteiligung,45.9
31013,31013 Rudolfplatz-Ost,Landtagswahl,2008,Wahlbeteiligung,39.6
31014,31014 Rennelberg,Landtagswahl,2008,Wahlbeteiligung,35.6
31015,31015 Holwedestraße,Landtagswahl,2008,Wahlbeteiligung,41.0
31016,31016 Sackring-Ost,Landtagswahl,2008,Wahlbeteiligung,37.2
31021,31021 Rudolfplatz-West,Landtagswahl,2008,Wahlbeteiligung,50.0
31022,31022 Sackring-West,Landtagswahl,2008,Wahlbeteiligung,49.3
31031,31031 Altstadtring-Nord,Landtagswahl,2008,Wahlbeteiligung,38.5
31032,31032 Altstadtring-Süd,Landtagswahl,2008,Wahlbeteiligung,41.3
31033,31033 Altstadtring-West,Landtagswahl,2008,Wahlbeteiligung,39.3
31034,31034 Am Großmarkt,Landtagswahl,2008,Wahlbeteiligung,32.3
31041,31041 Westbahnhof,Landtagswahl,2008,Wahlbeteiligung,38.0
31042,31042 Cyriaksring-Ost,Landtagswahl,2008,Wahlbeteiligung,44.9
31043,31043 Juliusstraße-Ost,Landtagswahl,2008,Wahlbeteiligung,42.8
31044,31044 Frankfurter Straße-Ost,Landtagswahl,2008,Wahlbeteiligung,36.1
31045,31045 Frankfurter Straße-West,Landtagswahl,2008,Wahlbeteiligung,31.3
31051,31051 Gartenstadt-Ost,Landtagswahl,2008,Wahlbeteiligung,63.6
31052,31052 Gartenstadt-West,Landtagswahl,2008,Wahlbeteiligung,44.8
32101,32101 Kanzlerfeld-West,Landtagswahl,2008,Wahlbeteiligung,66.8
32102,32102 Kanzlerfeld-Südwest,Landtagswahl,2008,Wahlbeteiligung,69.7
32103,32103 Kanzlerfeld-Ost,Landtagswahl,2008,Wahlbeteiligung,59.9
32111,32111 Horstbleek,Landtagswahl,2008,Wahlbeteiligung,55.2
32112,32112 Lehndorf-Siedlung-Nord,Landtagswahl,2008,Wahlbeteiligung,50.3
32113,32113 Lehndorf-Alt,Landtagswahl,2008,Wahlbeteiligung,44.9
32114,32114 Lehndorf-Mitte,Landtagswahl,2008,Wahlbeteiligung,46.5
32115,32115 Lehndorf-Siedlung-Süd,Landtagswahl,2008,Wahlbeteiligung,58.0
32121,32121 Lamme-Nord,Landtagswahl,2008,Wahlbeteiligung,59.1
32122,32122 Lamme-Süd,Landtagswahl,2008,Wahlbeteiligung,53.3
32123,32123 Lamme-Ost,Landtagswahl,2008,Wahlbeteiligung,NaN
32131,32131 Völkenrode,Landtagswahl,2008,Wahlbeteiligung,59.4
32141,32141 Watenbüttel-Nordost,Landtagswahl,2008,Wahlbeteiligung,55.5
32142,32142 Watenbüttel-Südwest,Landtagswahl,2008,Wahlbeteiligung,56.6
32151,32151 Ölper,Landtagswahl,2008,Wahlbeteiligung,57.5
32201,32201 Veltenhof-Nord,Landtagswahl,2008,Wahlbeteiligung,44.6
32202,32202 Veltenhof-Süd,Landtagswahl,2008,Wahlbeteiligung,53.6
32211,32211 Lincolnsiedlung,Landtagswahl,2008,Wahlbeteiligung,48.1
32212,32212 Vorwerksiedlung,Landtagswahl,2008,Wahlbeteiligung,38.0
32301,32301 Harxbüttel,Landtagswahl,2008,Wahlbeteiligung,64.1
32311,32311 Thune,Landtagswahl,2008,Wahlbeteiligung,61.8
32321,32321 Wenden-Nordwest,Landtagswahl,2008,Wahlbeteiligung,54.3
32322,32322 Wenden-Ost,Landtagswahl,2008,Wahlbeteiligung,50.7
32323,32323 Wenden-Südwest,Landtagswahl,2008,Wahlbeteiligung,51.4
33101,33101 Schwarzer Berg-Süd,Landtagswahl,2008,Wahlbeteiligung,46.5
33102,33102 Schwarzer Berg-Mitte,Landtagswahl,2008,Wahlbeteiligung,49.0
33103,33103 Schwarzer Berg-West,Landtagswahl,2008,Wahlbeteiligung,53.1
33104,33104 Schwarzer Berg-Nordwest,Landtagswahl,2008,Wahlbeteiligung,29.8
33111,33111 Siegfriedviertel-Nord,Landtagswahl,2008,Wahlbeteiligung,45.2
33112,33112 Siegfriedviertel-Nordost,Landtagswahl,2008,Wahlbeteiligung,42.4
33113,33113 Siegfriedviertel-Südost,Landtagswahl,2008,Wahlbeteiligung,34.7
33114,33114 Siegfriedviertel-Mitte,Landtagswahl,2008,Wahlbeteiligung,33.4
33115,33115 Siegfriedviertel-Südwest,Landtagswahl,2008,Wahlbeteiligung,43.5
33116,33116 Siegfriedviertel-West,Landtagswahl,2008,Wahlbeteiligung,33.2
33121,33121 Wendenring-Süd,Landtagswahl,2008,Wahlbeteiligung,52.4
33122,33122 Wendenring-Nord,Landtagswahl,2008,Wahlbeteiligung,41.5
33123,33123 Am Nordbahnhof,Landtagswahl,2008,Wahlbeteiligung,38.0
33124,33124 Neues Hochschulviertel,Landtagswahl,2008,Wahlbeteiligung,53.3
33125,33125 Rebenring-Nord,Landtagswahl,2008,Wahlbeteiligung,51.7
33126,33126 Altes Hochschulviertel,Landtagswahl,2008,Wahlbeteiligung,53.5
33201,33201 Kralenriede-Nordwest,Landtagswahl,2008,Wahlbeteiligung,51.5
33202,33202 Kralenriede-Südost,Landtagswahl,2008,Wahlbeteiligung,46.0
33211,33211 Schuntersiedlung-West,Landtagswahl,2008,Wahlbeteiligung,55.5
33212,33212 Schuntersiedlung-Ost,Landtagswahl,2008,Wahlbeteiligung,53.8
11201,11201 Bevenrode,Landtagswahl,2008,CDU (Erststimmen),46.9
11211,11211 Waggum-Ost,Landtagswahl,2008,CDU (Erststimmen),42.6
11212,11212 Waggum-West,Landtagswahl,2008,CDU (Erststimmen),44.7
11221,11221 Bienrode,Landtagswahl,2008,CDU (Erststimmen),49.1
11231,11231 Querum-Nord,Landtagswahl,2008,CDU (Erststimmen),54.5
11232,11232 Querum-Nord-Ost,Landtagswahl,2008,CDU (Erststimmen),55.0
11241,11241 Querum-Ost,Landtagswahl,2008,CDU (Erststimmen),51.8
11242,11242 Querum-Mitte,Landtagswahl,2008,CDU (Erststimmen),45.1
11243,11243 Querum-West,Landtagswahl,2008,CDU (Erststimmen),44.0
11251,11251 Pappelberg,Landtagswahl,2008,CDU (Erststimmen),42.6
11252,11252 Gliesmarode-Südost,Landtagswahl,2008,CDU (Erststimmen),49.7
11253,11253 Gliesmarode-Mitte,Landtagswahl,2008,CDU (Erststimmen),45.2
11254,11254 Gliesmarode-Nord,Landtagswahl,2008,CDU (Erststimmen),43.9
11261,11261 Riddagshausen,Landtagswahl,2008,CDU (Erststimmen),48.9
11301,11301 Hondelage-Ost,Landtagswahl,2008,CDU (Erststimmen),44.6
11302,11302 Hondelage-Mitte/Gewerbegebiet,Landtagswahl,2008,CDU (Erststimmen),44.5
11303,11303 Hondelage-West,Landtagswahl,2008,CDU (Erststimmen),42.7
11401,11401 Dibbesdorf,Landtagswahl,2008,CDU (Erststimmen),51.3
11411,11411 Volkmarode-Ost,Landtagswahl,2008,CDU (Erststimmen),46.6
11412,11412 Volkmarode-West,Landtagswahl,2008,CDU (Erststimmen),49.3
11421,11421 Schapen,Landtagswahl,2008,CDU (Erststimmen),55.5
12001,12001 Gliesmaroder Straße-Nordost ,Landtagswahl,2008,CDU (Erststimmen),32.9
12002,12002 Karlstraße-Mitte ,Landtagswahl,2008,CDU (Erststimmen),35.7
12003,12003 Gliesmaroder Straße-Ost,Landtagswahl,2008,CDU (Erststimmen),26.6
12004,12004 Malerviertel,Landtagswahl,2008,CDU (Erststimmen),35.0
12005,12005 An der Paulikirche,Landtagswahl,2008,CDU (Erststimmen),30.6
12006,12006 Hagenring,Landtagswahl,2008,CDU (Erststimmen),27.2
12011,12011 Humboldtstraße,Landtagswahl,2008,CDU (Erststimmen),31.4
12012,12012 Kasernenstraße,Landtagswahl,2008,CDU (Erststimmen),28.0
12021,12021 Am Theater,Landtagswahl,2008,CDU (Erststimmen),27.0
12022,12022 Giersberg,Landtagswahl,2008,CDU (Erststimmen),40.1
12031,12031 Stadtpark,Landtagswahl,2008,CDU (Erststimmen),25.8
12032,12032 Prinzenpark-Nord,Landtagswahl,2008,CDU (Erststimmen),31.6
12033,12033 Kastanienallee,Landtagswahl,2008,CDU (Erststimmen),33.2
12034,12034 Prinzenpark-Mitte,Landtagswahl,2008,CDU (Erststimmen),36.6
12035,12035 Prinzenpark-Süd,Landtagswahl,2008,CDU (Erststimmen),22.4
12036,12036 Altewiekring-Südost,Landtagswahl,2008,CDU (Erststimmen),24.7
12037,12037 Georg-Westermann-Allee,Landtagswahl,2008,CDU (Erststimmen),36.9
13101,13101 Inselwall,Landtagswahl,2008,CDU (Erststimmen),38.7
13102,13102 Am Hagenmarkt,Landtagswahl,2008,CDU (Erststimmen),31.5
13103,13103 An der Katharinenkirche,Landtagswahl,2008,CDU (Erststimmen),36.2
13104,13104 Wendentorwall,Landtagswahl,2008,CDU (Erststimmen),39.8
13111,13111 Am Schloßpark,Landtagswahl,2008,CDU (Erststimmen),34.8
13112,13112 Kennedyplatz,Landtagswahl,2008,CDU (Erststimmen),37.6
13113,13113 An der Martinikirche ,Landtagswahl,2008,CDU (Erststimmen),39.6
13114,13114 Gördelingerstraße ,Landtagswahl,2008,CDU (Erststimmen),42.3
13115,13115 Am Neustadtmühlengraben ,Landtagswahl,2008,CDU (Erststimmen),48.5
13201,13201 Adolfstraße/Leonhardstraße,Landtagswahl,2008,CDU (Erststimmen),35.3
13202,13202 An der Stadthalle,Landtagswahl,2008,CDU (Erststimmen),29.2
13203,13203 Viewegs-Garten,Landtagswahl,2008,CDU (Erststimmen),40.4
13204,13204 Rimpaus-Garten,Landtagswahl,2008,CDU (Erststimmen),33.1
13205,13205 Am Bürgerpark,Landtagswahl,2008,CDU (Erststimmen),41.6
13211,13211 Hauptbahnhof,Landtagswahl,2008,CDU (Erststimmen),37.8
13212,13212 Streitberg/Hauptfriedhof,Landtagswahl,2008,CDU (Erststimmen),36.0
13221,13221 Zuckerberg,Landtagswahl,2008,CDU (Erststimmen),58.0
13231,13231 Bebelhof-West,Landtagswahl,2008,CDU (Erststimmen),35.4
13232,13232 Bebelhof-Ost,Landtagswahl,2008,CDU (Erststimmen),29.1
21101,21101 Stöckheim-Nordost,Landtagswahl,2008,CDU (Erststimmen),46.4
21102,21102 Stöckheim-Südost,Landtagswahl,2008,CDU (Erststimmen),51.9
